APP_CODE,DEST_ID,SUB_DEST_ID,ORDER_MGMT_SYS_CODE,SALES_BUS_LINE_ID,SALES_BUS_DIVISION,MS_DEST_ID,ISSUE_TYPE_CODE,SALES_CAPTURE_METHOD_CODE,10
SORT,MSPOOL,RPOOL,FIX_BXS,CLSITTRD,,RPOOL,ETF,FIX,11
mvea,SASE,,Speedway,CLSITTRD,,SASE,ETF,FIX,2564
RBE,SEHK,,FIX_BXS,CLSITTRD,,SEHK,ETF,FIX,7
RBE,SFE,,FIX_BXS,CLSITTRD,IED,SFER,FUTURE,FIX,720
BXS-OE,SHHK,,FIX_BXS,CLSITTRD,,SHHK,ETF,FIX,23
SORT,SOHO,,CG_DMA,CLSITTRD,,SIGMAF,STOCK,FIX,33162
SORT,SGMT,SIGMAX1,FIX_DMA,CLSITTRD,IED,SIGMAX,WARRNT,FIX,6
CPK,SIGMAX,SIGMAX2,CG_SWAP,CLSITTRD,,SIGMAX,STOCK,,46
CSOM,RBE-SORT,1,FIX_DMA,CLSITTRD,IED,SORT,ETF,FIX,938
RAZER,RBE,3E,CG_DMA,CLSITTRD,IED,SORT,STOCK,FIX,2
CSOM,CSOM,A1,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,18471
mvea,RBE_PREBCHMK,DAX1,FIX_SWAP,CLSITTRD,IED,SORT,STOCK,FIX,26
CSOM,RBE-SORT,EA,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,82
CSOM,RBE-SORT,EUE2,FIX_DMA,CLSITTRD,IED,SORT,ETF,FIX,7131
CSOM,RBE-SORT,G9,FIX_DMA,CLSITTRD,IED,SORT,ETF,FIX,8845
CSOM,RBE-SORT,J7,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,65
CARBON,CARBON,,CARBON,CORE,IED,SORT,WARRNT,,3
RAZER,FLOWOM,,CG_DMA,CLSITTRD,,SORT,WARRNT,FIX,6
BXS-OE,ICE,,FIX_DMA,CLSITTRD,,SORT,FUTURE,,55362
BXS-OE,MDX,,FIX_DMA,CLSITTRD,,SORT,FUTURE,,17578
IEDALGO,RBE-SORT,,CG_DMA,CLSITTRD,,SORT,FUND,,975
BXS-OE,SORT,,CG_DMA,CLSITTRD,,SORT,ETF,FIX,2331354
BXS-OE,SORT,,FIX_SWAP,CLSITTRD,IED,SORT,ADR,FIX,1
IEDALGO,SORT,,CG_DMA,CLSITTRD,,SORT,ADR,FIX,286471
BXS-OC,MBA,,CG_DMA,CLSITTRD,,NYPVSBXS2N45_SOCEXT5,FUND,FIX,4
BXS-OC,MBA,,FIX_SWAP,CLSITTRD,,NYPVSBXS2N46_SOCEXT2,ADR,,10
BXS-OC,MBA,,CG_SWAP,CLSITTRD,,NYPVSBXS2N47_SOCEXT2,ADR,,41
BXS-OC,BXS-OE,,CG_SWAP,CLSITTRD,,NYPVSBXS2N47_SOCEXT3,ADR,,3942
BXS-OC,BXS-OE,,CG_SWAP,CLSITTRD,,NYPVSBXS2N48_SOCEXT4,ETF,,560
BXS-OC,MBA,,FIX_BXS,CLSITTRD,,NYPVSBXS2N5_SOCEXT4,ETF,FIX,26
BXS-OC,BXS-OE,,CG_SWAP,CLSITTRD,,NYPVSBXS2N6_SOCEXT4,STOCK,,58642
BXS-OC,BXS-OE,,FIX_DMA,CLSITTRD,IED,NYPVSBXS2N7_SOCEXT1,STOCK,FIX,48
BXS-OC,BXS-OE,,FIX_SWAP,CLSITTRD,,NYPVSBXS2N7_SOCEXT1,ETF,,93
BXS-OC,MBA,,CG_SWAP,CLSITTRD,,NYPVSBXS2N8_SOCEXT2,ETF,,57
BXS-OC,MBA,,FIX_BXS,CLSITTRD,IED,NYPVSBXS2N9_SOCEXT5,ETF,FIX,2
SORT,NYSE,ROSN,FIX_BXS,CLSITTRD,,NYSE_DQUOTE,ADR,FIX,714
BXS-OC,BXS-OE,,FIX_SWAP,CLSITTRD,IED,OC_VB_SE_10_3,FUND,FIX,15
BXS-OC,BXS-OE,,FIX_DMA,CLSITTRD,IED,OC_VB_SE_10_4,ADR,FIX,6
BXS-OC,BXS-OE,,FIX_DMA,CLSITTRD,IED,OC_VB_SE_11_1,ETF,FIX,8
BXS-OC,MBA,,FIX_DMA,CLSITTRD,IED,OC_VB_SE_1_1,STOCK,FIX,116
BXS-OC,MBA,,CG_DMA,CLSITTRD,,OC_VB_SE_4_1,STOCK,,5
BXS-OC,BXS-OE,,FIX_SWAP,CLSITTRD,IED,OC_VB_SE_4_3,STOCK,FIX,416
RBE,CARBON,,CG_SWAP,CLSITTRD,IED,ODDLOT,STOCK,,6580
CD,RBE,,Passport,CLSITTRD,IED,ODDLOT,STOCK,FIX,79
CD,OSE,,Speedway,CLSITTRD,,OSE,FUTURE,FIX,1922
CSOM,RBE_PREBCHMK,ZA01,FIX_DMA,CLSITTRD,IED,PAIRS,STOCK,FIX,1942
PS,PS,B,OMWP,PROGRAMS,IED,PS,STOCK,FIX,60
PS,PS,,OMWP,PROGRAMS,IED,PS,ETF,Passport,3690
Passport,Passport,P0,Passport,CLSITTRD,IED,Passport,STOCK,FIX,6
SORT,RPOOL,RPOOL,CARBON,CREDITPROD,FID,RPOOL,ETF,FIX,3600
SORT,RPOOL,UNKNOWN,FIX_BXS,CLSITTRD,IED,RPOOL,ETF,FIX,24
SORT,RPOOL,UNKNOWN,FIX_BXS,CLSITTRD,IED,RPOOL,STOCK,FIX,5276
SORT,RTR,,,FX,,RTR,FX,,45
SORT,RTR,,PIPS,FX,FX,RTRLN,FX,PIPS,453
IEDALGO,SA,,FIX_DMA,CLSITTRD,,SA,ADR,FIX,242
mvea,SEALS,,FIX_SWAP,CLSITTRD,,SEALS,STOCK,,186
RBE,MSE,,CG_DMA,CLSITTRD,,SIBE,STOCK,,50738
mvea,STRATEGY,11,FIX_BXS,CLSITTRD,IED,SORT,STOCK,FIX,2
CSOM,CSOM,3E,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,11688
CSOM,RBE-SORT,ASX1,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,617
CSOM,MVEA,EUET,FIX_SWAP,CLSITTRD,IED,SORT,ETF,FIX,50
CSOM,RBE,EUET,FIX_DMA,CLSITTRD,IED,SORT,ETF,FIX,22
CSOM,CSOM,FNDK CPH,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,31
CSOM,STRATEGY,O9,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,4476
RAZER,RBE_PREBCHMK,OA,CG_DMA,CLSITTRD,IED,SORT,STOCK,FIX,55
CSOM,CSOM,Z,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,16
BXS-OE,CFE,,CG_DMA,CLSITTRD,IED,SORT,FUTURE,,10779
RAZER,CSORT,,CG_DMA,CLSITTRD,,SORT,ETF,FIX,66
SORT,NYSE,,CG_DMA,CLSITTRD,,NYSE,WARRNT,FIX,19502
BXS-OC,BXS-OE,,CG_DMA,CLSITTRD,,OC_VB_SE_11_1,STOCK,,30
BXS-OC,MBA,,FIX_BXS,CLSITTRD,IED,OC_VB_SE_3_1,STOCK,FIX,7
BXS-OC,MBA,,FIX_SWAP,CLSITTRD,IED,OC_VB_SE_7_2,FUND,FIX,3
BXS-OC,BXS-OE,,,ETP,,OC_VB_SI_4_1,STOCK,,281
RBE,ODX,,FIX_SWAP,CLSITTRD,,ODXE,STOCK,FIX,70
CPK,ONECHRONOS,ONECHRONOS,FIX_SWAP,CLSITTRD,,ONECHRONOS,STOCK,,31879
RBE,SORT,,Bloomberg,CLSITTRD,IED,OSED,FUTURE,FIX,33
CSOM,SORT,,Bloomberg,CLSITTRD,IED,OSEIO,OPTION,FIX,42
SORT,EMSXNET,,FIX_SWAP,CLSITTRD,,RBE,STOCK,FIX,66
BXS-OE,RBE-SORT,,FIX_BXS,CLSITTRD,IED,RBE_SORT,STOCK,FIX,3897612
CSOM,CSOM,,FIX_DMA,CLSITTRD,IED,RBE_TH,FUTURE,FIX,16242
PT,NSSAP,,,PROGRAMS,,RFE,STOCK,,771
CARBON,XMAN,,CARBON,CREDITPROD,FID,RFILL_EU,ETF,Phone,2
CPK,RPOOL,UNKNOWN,CG_SWAP,CLSITTRD,,RPOOL,STOCK,,10351
RPOOL,RPOOL,,CG_DMA,CLSITTRD,,RPOOL,ADR,,21489
RBE,SEHK,,FIX_SWAP,CLSITTRD,,SEHK,STOCK,FIX,417
MSPOOL,SORT,,FIX_BXS,CLSITTRD,,SEHK,STOCK,FIX,824224
BXS-OE,SGX,,FIX_SWAP,CLSITTRD,,SGX,ADR,FIX,183
SORT,SGX,,FIX_SWAP,CLSITTRD,,SGX_FIX,ETF,FIX,802
SORT,SGMT,SIGMAX1,CARBON,FIDMUNI,FID,SIGMAX,ETF,FIX,2196
SORT,SGMT,SIGMAX1,FIX_DMA,CLSITTRD,,SIGMAX,STOCK,FIX,94739
CPK,SIGMAX,SIGMAX1,FIX_SWAP,CLSITTRD,,SIGMAX,ETF,,926
mvea,RBE_PREBCHMK,11,FIX_BXS,CLSITTRD,IED,SORT,STOCK,FIX,2
CSOM,CSOM,588,FIX_DMA,CLSITTRD,IED,SORT,ETF,FIX,514889
CSOM,STRATEGY,592,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,5
CSOM,RBE_PREBCHMK,DAX1,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,16074
CSOM,STRATEGY,E2,FIX_BXS,CLSITTRD,IED,SORT,STOCK,FIX,1
CSOM,STRATEGY,ECE3,FIX_DMA,CLSITTRD,IED,SORT,ETF,FIX,720
CSOM,RBE-SORT,ETF,FIX_DMA,CLSITTRD,IED,SORT,ETF,FIX,2
CSOM,RBE-SORT,ETFS,FIX_DMA,CLSITTRD,IED,SORT,ETF,FIX,657
CSOM,STRATEGY,F1,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,13285
CSOM,STRATEGY,F6,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,77
CSOM,MVEA,FIEQ SHR IC,FIX_SWAP,CLSITTRD,IED,SORT,STOCK,FIX,138
CSOM,CSOM,J0,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,173427
IEDALGO,SORT,MSDTV-DSP,,MSPS,,SORT,ADR,,25
RAZER,PSORT,,CG_DMA,CLSITTRD,,SORT,CONVRT,FIX,87354
BXS-OE,RBE,,FIX_DMA,CLSITTRD,IED,SORT,STOCK,,11
BXS-OE,RBE,,,ETP,,SORT,FUTURE,,43
BXS-OE,SORT,,FIX_DMA,CLSITTRD,,SORT,ETF,FIX,68
MOCHA,SORT,,FIX_DMA,CLSITTRD,,SORT,STOCK,FIX,2
RBE_PREBCHMK,SORT,,BROKER,CLSITTRD,,SORT,STOCK,FIX,8
BXS-OE,SORT,,CG_SWAP,CLSITTRD,,SORT_AUCTION,FUND,,29
PT,RBE,SORT,PT,PROGRAMS,,SORT_EXCH,ADR,,2
RBE,NDM,,FIX_BXS,CLSITTRD,IED,STOR,FUTURE,FIX,10972
SORT,PUREATS,PURESTRM,FIX_DMA,CLSITTRD,,PURESTRM,STOCK,FIX,8653
CPK,PUREATS,,FIX_SWAP,CLSITTRD,,PURESTRM_COND,ADR,,16
CPK,PURESTRM_COND,,CG_SWAP,CLSITTRD,,PURESTRM_COND,STOCK,,23968
CARBON,CARBON,,CARBON,CORE,IED,RFILL_EU,ETF,,4928
RBE,,,FIX_DMA,CLSITTRD,,RMBCASH,STOCK,,119
SORT,CPK,RPOOL,CG_SWAP,CLSITTRD,,RPOOL,STOCK,FIX,1951993
CD,MSPOOL,,CG_DMA,CLSITTRD,,RPOOL,STOCK,FIX,14
CPK,SCP,IEX2,FIX_SWAP,CLSITTRD,,SCP,STOCK,,150
OM_SLICE,RBE,,FIX_SWAP,CLSITTRD,,SEALS_EXT,STOCK,FIX,6053
PROXIMA,SEC,,RFQVanilla,DERIV,,SEC,STOCK,Phone,390
BXS-OE,SG_LD_HPLR,,FIX_BXS,CLSITTRD,IED,SG_LD_HPLR,FUTURE,FIX,66092
RBE,SHE,,PROXIMA_SWAP,CLSITTRD,,SHE,STOCK,FIX,304
SORT,SGMT,SIGMAX1,FIX_DMA,CLSITTRD,,SIGMAX,WARRNT,FIX,3
SORT,SGMT,SIGMAX2,FIX_DMA,CLSITTRD,IED,SIGMAX,STOCK,FIX,5162
RBE,SORT,,FIX_SWAP,CLSITTRD,IED,SIMR,FUTURE,FIX,109
CARBON,SGX,,CARBON,CMD,FID,SIMR_GTC,FUTURE,,8
mvea,RBE-SORT,3A,FIX_SWAP,CLSITTRD,IED,SORT,STOCK,FIX,2984
CSOM,CSOM,AMSM,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,13898
RAZER,RBE_PREBCHMK,DAX1,CG_DMA,CLSITTRD,IED,SORT,STOCK,FIX,2
CSOM,RBE-SORT,EUET,FIX_DMA,CLSITTRD,IED,SORT,ETF,FIX,16012
CSOM,CSOM,FDL0,FIX_DMA,CLSITTRD,IED,SORT,ETF,FIX,380
CSOM,RBE-SORT,FIEQ SHR I,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,4
mvea,STRATEGY,IOBE,FIX_SWAP,CLSITTRD,IED,SORT,ADR,FIX,2
CSOM,STRATEGY,OY,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,7
mvea,RBE_PREBCHMK,SET1,FIX_SWAP,CLSITTRD,IED,SORT,STOCK,FIX,11761
CSOM,CSOM,,FIX_DMA,CLSITTRD,IED,SORT,WARRNT,FIX,46
RAZER,FLOWOM,,CG_DMA,CLSITTRD,,SORT,ADR,FIX,3148
RAZER,FLOWOM,,CG_DMA,CLSITTRD,,SORT,CONVRT,FIX,25
RBE_PREBCHMK,IEDALGO,,CG_DMA,CLSITTRD,,SORT,STOCK,FIX,36391
PT,RBE,,OMWP,PROGRAMS,,SORT,STOCK,FIX,914
BXS-OE,SORT,,CG_SWAP,CLSITTRD,,SORT,FUND,,70459
MMETL,SORT,,CG_DMA,CLSITTRD,,SORT,STOCK,,6
PT,SORT,,,PROGRAMS,,SORT,ADR,,2250
RBE_PREBCHMK,SORT,,FIX_DMA,CLSITTRD,IED,SORT,ETF,FIX,2
BXS-OC,BXS-OE,,CG_BXS,CLSITTRD,,STRATEGY,ADR,,7458
IEDALGO,IEDALGO,,FIX_DMA,CLSITTRD,IED,STRATEGY,STOCK,FIX,14
RBE,SUNTRD,1,FIX_DMA,CLSITTRD,,SUN,STOCK,FIX,21
RBE,SUNTRD,3,,ETP,,SUN,STOCK,,32
CSOM,CSOM,ATX,FIX_SWAP,CLSITTRD,IED,SWAPS,STOCK,FIX,5777
CSOM,CSOM,ETCS,FIX_SWAP,CLSITTRD,IED,SWAPS,ETF,FIX,6
CSOM,CSOM,F1,FIX_BXS,CLSITTRD,IED,SWAPS,STOCK,FIX,33
KRONOS,,,SPONSORED_ECN,DERIV,,TAFD,FUTURE,,10362
PT,CARBON,,OMWP,PROGRAMS,,TOST,STOCK,FIX,3098
RBE,,,,ETP,,TRQS,ADR,,19
SORT,TSX,,CG_SWAP,CLSITTRD,,TSX,STOCK,,503492
CD,ICE,,TTNET,CLSITTRD,,TTNexGen,OPTION,FIX,21
BXS-OC,MBA,,FIX_SWAP,CLSITTRD,,NYPVSBXS2N5_SOCEXT2,STOCK,,339
BXS-OC,MBA,,FIX_BXS,CLSITTRD,,NYPVSBXS2N5_SOCEXT4,STOCK,FIX,564
BXS-OC,BXS-OE,,FIX_BXS,CLSITTRD,IED,NYPVSBXS2N7_SOCEXT1,ETF,FIX,88
BXS-OC,BXS-OE,,CG_DMA,CLSITTRD,,NYPVSBXS2N8_SOCEXT2,ADR,FIX,13105
BXS-OC,BXS-OE,,FIX_BXS,CLSITTRD,IED,NYPVSBXS2N9_SOCEXT1,ETF,FIX,3
CPK,NYSE,ROSN,CG_SWAP,CLSITTRD,,NYSE_DQUOTE,STOCK,,190
BXS-OC,MBA,,FIX_BXS,CLSITTRD,IED,OC_VB_SE_11_2,STOCK,FIX,7
BXS-OC,MBA,,FIX_SWAP,CLSITTRD,IED,OC_VB_SE_2_4,FUND,FIX,3
BXS-OC,BXS-OE,,FIX_SWAP,CLSITTRD,IED,OC_VB_SE_4_3,FUND,FIX,22
BXS-OC,MBA,,FIX_DMA,CLSITTRD,IED,OC_VB_SE_6_2,ETF,FIX,3
BXS-OC,BXS-OE,,FIX_BXS,CLSITTRD,IED,OC_VB_SE_7_4,STOCK,FIX,141
BXS-OC,BXS-OE,,FIX_BXS,CLSITTRD,IED,OC_VB_SE_8_1,STOCK,FIX,114
BXS-OC,BXS-OE,,FIX_DMA,CLSITTRD,IED,OC_VB_SE_8_1,STOCK,FIX,1825
BXS-OC,MBA,,CG_DMA,CLSITTRD,,OC_VB_SE_8_2,STOCK,FIX,2
SORT,CGXS,ONECHRONOS,FIX_DMA,CLSITTRD,IED,ONECHRONOS,FUND,FIX,296
mvea,RBE_PREBCHMK,F2,FIX_SWAP,CLSITTRD,IED,PAIRS,STOCK,FIX,18
PS,PS,J0,OMWP,PROGRAMS,IED,PS,STOCK,FIX,6143
RATESALGO,,,AH_BOND_DEU,LIQUIDRATES,FID,PXMLD,FUTURE,,4361
CD,RAZER,,CG_DMA,CLSITTRD,,RPOOL,ETF,FIX,36408252
CPK,RPOOL,,FIX_SWAP,CLSITTRD,,RPOOL_COND,STOCK,,17
IEDALGO,SORT,,FIX_DMA,CLSITTRD,,SA,STOCK,FIX,4154
IEDALGO,RBE_PREBCHMK,,,MSPS,,SEALS,ETF,,133
SORT,SEC,,FIX_BXS,CLSITTRD,,SEC,STOCK,FIX,16
RBE,HKG,,FIX_DMA,CLSITTRD,,SEHK,ETF,FIX,12
RBE,SFE,,FIX_BXS,CLSITTRD,IED,SFE,FUTURE,FIX,441
CARBON,CARBON,,CARBON,CORE,IED,SFER,FUTURE,,23
CARBON,CARBON,,CARBON,STIRT,IED,SFER,FUTURE,,293
CPK,SGMT,SIGMAX1,FIX_SWAP,CLSITTRD,,SIGMAX,STOCK,,75993
mvea,STRATEGY,16,FIX_SWAP,CLSITTRD,IED,SORT,STOCK,FIX,199
mvea,RBE-SORT,9A,FIX_SWAP,CLSITTRD,IED,SORT,STOCK,FIX,378
CSOM,STRATEGY,9O,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,16
CSOM,RBE-SORT,A1,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,6285
CSOM,RBE-SORT,ASI0,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,2
CSOM,CSOM,EUET,FIX_DMA,CLSITTRD,IED,SORT,ETF,FIX,37621
CSOM,MVEA,LUX0,FIX_SWAP,CLSITTRD,IED,SORT,STOCK,FIX,32
mvea,RBE-SORT,OC,FIX_SWAP,CLSITTRD,IED,SORT,STOCK,FIX,1096
mvea,RBE-SORT,OD,FIX_SWAP,CLSITTRD,IED,SORT,STOCK,FIX,10
CSOM,STRATEGY,SDX1,FIX_BXS,CLSITTRD,IED,SORT,STOCK,FIX,2
mvea,MVEA,SEEQ SHR CCP,FIX_SWAP,CLSITTRD,IED,SORT,ADR,FIX,506
mvea,NV,ZA01,FIX_SWAP,CLSITTRD,IED,SORT,STOCK,FIX,6554
CSOM,MVEA,ZA02,FIX_SWAP,CLSITTRD,IED,SORT,STOCK,FIX,2760
BXS-OE,RBE,,FIX_BXS,CLSITTRD,,SORT,STOCK,,122909
BXS-OE,SORT,,CG_DMA,CLSITTRD,,SORT,STOCK,,7687192
IEDALGO,SORT,,FIX_DMA,CLSITTRD,,SORT,STOCK,FIX,290609
BXS-OC,BXS-OE,,CG_DMA,CLSITTRD,,NYPVSBXS2N43_SOCEXT4,ETF,FIX,3712
BXS-OC,MBA,,CG_SWAP,CLSITTRD,,NYPVSBXS2N43_SOCEXT5,ETF,,25
BXS-OC,MBA,,FIX_BXS,CLSITTRD,,NYPVSBXS2N44_SOCEXT1,STOCK,FIX,483
BXS-OC,BXS-OE,,FIX_DMA,CLSITTRD,IED,NYPVSBXS2N44_SOCEXT2,ADR,FIX,39
BXS-OC,BXS-OE,,CG_DMA,CLSITTRD,,NYPVSBXS2N46_SOCEXT1,ADR,FIX,19778
BXS-OC,BXS-OE,,CG_SWAP,CLSITTRD,,NYPVSBXS2N46_SOCEXT1,ADR,,2561
BXS-OC,BXS-OE,,CG_DMA,CLSITTRD,,NYPVSBXS2N46_SOCEXT2,ADR,FIX,17904
BXS-OC,BXS-OE,,CG_SWAP,CLSITTRD,,NYPVSBXS2N46_SOCEXT2,ADR,,3987
BXS-OC,MBA,,CG_SWAP,CLSITTRD,,NYPVSBXS2N46_SOCEXT3,ADR,,49
BXS-OC,MBA,,FIX_BXS,CLSITTRD,IED,NYPVSBXS2N46_SOCEXT4,STOCK,FIX,226
BXS-OC,BXS-OE,,FIX_BXS,CLSITTRD,,NYPVSBXS2N47_SOCEXT2,STOCK,,68
BXS-OC,BXS-OE,,CG_SWAP,CLSITTRD,,NYPVSBXS2N48_SOCEXT1,FUND,,36
BXS-OC,BXS-OE,,FIX_BXS,CLSITTRD,IED,NYPVSBXS2N48_SOCEXT4,STOCK,FIX,4529
BXS-OC,BXS-OE,,FIX_BXS,CLSITTRD,IED,NYPVSBXS2N5_SOCEXT2,ADR,FIX,109
BXS-OC,MBA,,FIX_BXS,CLSITTRD,IED,NYPVSBXS2N5_SOCEXT5,STOCK,FIX,314
BXS-OC,MBA,,CG_SWAP,CLSITTRD,,NYPVSBXS2N6_SOCEXT4,ADR,,15
BXS-OC,BXS-OE,,CG_DMA,CLSITTRD,,NYPVSBXS2N8_SOCEXT1,FUND,FIX,93
BXS-OC,BXS-OE,,FIX_SWAP,CLSITTRD,,NYPVSBXS2N8_SOCEXT1,STOCK,,15945
BXS-OC,MBA,,CG_DMA,CLSITTRD,,NYPVSBXS2N8_SOCEXT1,ETF,FIX,119
BXS-OC,BXS-OE,,FIX_DMA,CLSITTRD,,NYPVSBXS2N9_SOCEXT5,STOCK,FIX,57
SORT,NYSE,NYSE,CG_DMA,CLSITTRD,,NYSE,CONVRT,FIX,125
CPK,NYSE,UNKNOWN,CG_SWAP,CLSITTRD,,NYSE,ETF,,3
SORT,NYSE,UNKNOWN,FIX_DMA,CLSITTRD,,NYSE,ETF,FIX,42
SORT,CPK,ROSN,CG_SWAP,CLSITTRD,,NYSE_DQUOTE,STOCK,FIX,190
SORT,NYSE,,CG_DMA,CLSITTRD,,NYSE_DQUOTE,CONVRT,FIX,48
BXS-OC,BXS-OE,,FIX_DMA,CLSITTRD,IED,OC_VB_SE_11_1,STOCK,FIX,1600
BXS-OC,BXS-OE,,FIX_SWAP,CLSITTRD,IED,OC_VB_SE_1_3,FUND,FIX,23
BXS-OC,BXS-OE,,FIX_DMA,CLSITTRD,IED,OC_VB_SE_2_3,ETF,FIX,3
BXS-OC,BXS-OE,,FIX_DMA,CLSITTRD,IED,OC_VB_SE_6_3,ETF,FIX,26
BXS-OC,MBA,,FIX_DMA,CLSITTRD,IED,OC_VB_SE_7_2,STOCK,FIX,107
BXS-OC,MBA,,FIX_SWAP,CLSITTRD,IED,OC_VB_SE_9_2,FUND,FIX,1
BXS-OC,MBA,,FIX_DMA,CLSITTRD,IED,OC_VB_SE_9_4,ETF,FIX,2
BXS-OC,BXS-OE,,,ETP,,OC_VB_SI_1_1,STOCK,,74
BXS-OC,MBA,,,ETP,,OC_VB_SI_6_1,STOCK,,3
BXS-OC,BXS-OE,,,ETP,,OC_VB_SI_9_1,STOCK,,19
RAZER,MVEA,,FIX_SWAP,CLSITTRD,,ODDLOT_MVEA,STOCK,FIX,102925
mvea,STRATEGY,ZA01,FIX_SWAP,CLSITTRD,IED,PAIRS,STOCK,FIX,164
CSOM,STRATEGY,ZA03,FIX_DMA,CLSITTRD,IED,PAIRS,STOCK,FIX,1
SORT,ITGI,,FIX_DMA,CLSITTRD,,POSIT_COND,ADR,FIX,9
SORT,PUREATS,PURESTRM,FIX_DMA,CLSITTRD,IED,PURESTRM,STOCK,FIX,8836
CD,RAZER,,FIX_DMA,CLSITTRD,,RAZER,FUTURE,FIX,6
RBE_PREBCHMK,POE_LD,,CG_DMA,CLSITTRD,IED,RBE,FUTURE,FIX,309
BXS-OC,BXS-OE,,CG_DMA,CLSITTRD,,OC_VB_SE_4_1,STOCK,,32
BXS-OC,MBA,,FIX_DMA,CLSITTRD,IED,OC_VB_SE_5_4,ETF,FIX,2
BXS-OC,BXS-OE,,CG_DMA,CLSITTRD,,OC_VB_SE_9_1,STOCK,FIX,96
BXS-OC,MBA,,FIX_SWAP,CLSITTRD,IED,OC_VB_SE_9_3,FUND,FIX,2
RBE,ODX,,FIX_BXS,CLSITTRD,,ODXE,STOCK,FIX,840
CSOM,CSOM,F2,FIX_DMA,CLSITTRD,IED,PAIRS,STOCK,FIX,493
PS,PS,51,OMWP,SWAPS,IED,PS,STOCK,File,21586
PS,PS,FON1,OMWP,PROGRAMS,IED,PS,ETF,File,19
PS,PS,FONA,OMWP,SWAPS,IED,PS,ETF,File,54
PS,PS,SET3,OMWP,PROGRAMS,IED,PS,STOCK,FIX,407
SORT,PUREATS,,FIX_DMA,CLSITTRD,,PURESTRM_COND,STOCK,FIX,200
Passport,Passport,,Passport,CLSITTRD,IED,Passport,OPTION,FIX,116
RBE_PREBCHMK,BXS-OE,,CG_DMA,CLSITTRD,IED,RBE,FUTURE,FIX,341
IEDALGO,RBE,,CG_BXS,CLSITTRD,,RBE,ETF,,37
CD,RAZER,,FIX_DMA,CLSITTRD,,RBE_AU,ADR,FIX,219
PT,RFE,,,ETF,,RFE,STOCK,,6822
PT,RFE,,,SWAPS,,RFE,ADR,,1335
NMSX,NMSX,,CG_DMA,CLSITTRD,,RISK,STOCK,,167682
CD,MVEA,,Speedway,CLSITTRD,,RMBCASH,STOCK,FIX,2614633
SORT,RPOOL,UNKNOWN,FIX_DMA,CLSITTRD,,RPOOL,STOCK,FIX,5006
RPOOL,RPOOL,,FIX_DMA,CLSITTRD,IED,RPOOL,STOCK,,5323
PT,RBE,,OMWP,PROGRAMS,,SEALS,STOCK,FIX,135
MSBOC,SFE,,FIX_DMA,CLSITTRD,IED,SFER,FUTURE,FIX,1643
SORT,SFE,,CARBON,STIRT,FID,SFER,FUTURE,FIX,46
CARBON,CNDERIVROR,,CARBON,CMD,FID,SHFEDERIVROR,FUTURE,,11
CSOM,CSOM,22,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,834
CSOM,RBE_PREBCHMK,594,FIX_DMA,CLSITTRD,IED,SORT,FUND,FIX,1
mvea,RBE_PREBCHMK,AMSM,FIX_SWAP,CLSITTRD,IED,SORT,STOCK,FIX,19
CSOM,RBE,ATX,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,3
CSOM,RBE-SORT,E6,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,10
CSOM,RBE_PREBCHMK,ELEC,FIX_BXS,CLSITTRD,IED,SORT,STOCK,FIX,6
CSOM,MVEA,FIEQ SHR CCP,FIX_SWAP,CLSITTRD,IED,SORT,STOCK,FIX,2160
CSOM,CSOM,NAM0,FIX_DMA,CLSITTRD,IED,SORT,ADR,FIX,51
CSOM,CSOM,PAG_EQU,FIX_DMA,CLSITTRD,IED,SORT,ADR,FIX,4
CSOM,MVEA,PREMIER,FIX_SWAP,CLSITTRD,IED,SORT,STOCK,FIX,398
CSOM,STRATEGY,SEEQ COM,FIX_DMA,CLSITTRD,IED,SORT,ETF,FIX,5293
CSOM,RBE-SORT,SEMM FN NOK,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,6
CSOM,STRATEGY,SEMM SHR AO,FIX_DMA,CLSITTRD,IED,SORT,STOCK,FIX,5
