APP_CODE,DEST_ID,SUB_DEST_ID,ORDER_MGMT_SYS_CODE,SALES_BUS_LINE_ID,SALES_BUS_DIVISION,MS_DEST_ID,ISSUE_TYPE_CODE,SALES_CAPTURE_METHOD_CODE,10
RBE,BOVESPA,,FIX_SWAP,CLSITTRD,,BVSP_ROUTER,ADR,,22
KENDA,RBE,,,CORE,,BXS,FUTURE,,26
IEDALGO,RBE_PREBCHMK,,FIX_BXS,CLSITTRD,,BXS,STOCK,,42815
CD,RBE,,Passport,CLSITTRD,IED,BXS_AU,ADR,FIX,1
RAZER,BXS,,FIX_BXS,CLSITTRD,,BXS_SG,ETF,FIX,6
CD,RAZER,,FIX_BXS,CLSITTRD,,BXS_SG,STOCK,FIX,10200
CARBON,CARBON,,CARBON,CREDITPROD,IED,CASHDESK,ETF,,1
mvea,MMETL,,CARBON,CORE,IED,CASHDESK,ADR,FIX,4
SORT,CXC,,FIX_DMA,CLSITTRD,,CHIX,FUND,FIX,2
SORT,CPK,,FIX_SWAP,CLSITTRD,,CHX,ETF,FIX,4
CPK,XEDGX,,CG_SWAP,CLSITTRD,,CPK,ETF,,243
RBE_PREBCHMK,IEDALGO,,FIX_BXS,CLSITTRD,,CRB_DTC,ETF,FIX,116
MSCP,MSLP,,PT,PROGRAMS,,CROSSSLICESWING,STOCK,,19
NV,,,CG_DMA,CLSITTRD,,DKAQE,STOCK,,1277407
NV,AQUIS,,CG_BXS,CLSITTRD,,DKAQXPL,ADR,,168
NV,,,CG_DMA,CLSITTRD,,DKBATE,ADR,,4885
NV,,,CG_BXS,CLSITTRD,,DKBATEP,ADR,,105
NV,,,FIX_BXS,CLSITTRD,,DKBATEP,ADR,,1586
RBE,,,FIX_DMA,CLSITTRD,,DKBATEP,ADR,,2
RBE,CEUX,,FIX_DMA,CLSITTRD,,DKDXEP,ETF,,50
NV,NOREX,,CG_DMA,CLSITTRD,,DKNOREX,STOCK,FIX,1414
NV,,STOCKHOLM,FIX_SWAP,CLSITTRD,,DKNOREXP,STOCK,,620
NV,,,FIX_BXS,CLSITTRD,,DKPOSITUK,ADR,,826
NV,,,FIX_DMA,CLSITTRD,,DKPOSITUK,ETF,,267
NV,,,FIX_SWAP,CLSITTRD,,DKPOSITUK,ADR,,155
RBE,,,FIX_DMA,CLSITTRD,,DKPOSITUK,ADR,,1
NV,,,FIX_DMA,CLSITTRD,,DKSIGMAXEUCOND,STOCK,,75
MMETL,MMETL,,FIX_DMA,CLSITTRD,,77MMRTRCD1_NYPMM60_MMTRADER1,ETF,FIX,1
MMETL,MMETL,,FIX_DMA,CLSITTRD,,77MMRTRCD1_NYPMM60_MMTRADER4,FUND,FIX,6
MMETL,MMETL,,FIX_DMA,CLSITTRD,,77MMRTRCD1_NYPMM61_MMTRADER1,WARRNT,FIX,4
MMETL,MMETL,,FIX_DMA,CLSITTRD,,77MMRTRCD1_NYPMM67_MMTRADER2,STOCK,FIX,682
MMETL,MMETL,,FIX_DMA,CLSITTRD,,77MMRTRCD1_NYPMM68_MMTRADER3,FUND,FIX,3
SORT,CPK,ARCA,FIX_SWAP,CLSITTRD,,ARCA,STOCK,FIX,128062
SORT,CPK,ASPEN,FIX_SWAP,CLSITTRD,,ASPEN,ADR,FIX,158
CARBON,CARBON,11,CARBON,CORE,IED,BENCHEX_SELF,STOCK,Phone,1
SORT,BIDS,BIDS,BROKER,CLSITTRD,,BIDS,STOCK,FIX,342
SORT,BIDS,BIDS,FIX_DMA,CLSITTRD,IED,BIDS,STOCK,FIX,85578
NV,,,FIX_DMA,CLSITTRD,,BIDS,ADR,,1
LAMALGO,BOVESPA,,Speedway,MSPS,,BVSP,STOCK,FIX,110891
CARBON,BXS,,CARBON,LIQUIDRATES,FID,BXS,FUTURE,,82
PT,RBE,SORT,OMWP,ETF,,BXS_SORT,STOCK,File,4
RAZER,BXS_TW,,FIX_BXS,CLSITTRD,,BXS_TW,STOCK,FIX,361
PROXIMA,BYXX,,PROXIMA,CLSITTRD,,BYX,STOCK,FIX,15409
SORT,CPK,,CG_SWAP,CLSITTRD,,BYX,FUND,FIX,180
RAZER,CFE,,FIX_DMA,CLSITTRD,,CFE,STRAT,FIX,2192
SORT,CHX,,CG_DMA,CLSITTRD,,CHX,FUND,FIX,5
SORT,CICCL,,PROXIMA_SWAP,CLSITTRD,,CICC,STOCK,FIX,1922769
PROXIMA,CITICS,,KRONOS,CORE,,CITIC,STOCK,,274
CSOM,CSOM,J0,FIX_DMA,CLSITTRD,IED,CORAL,STOCK,FIX,44
CPK,BATS,,CG_SWAP,CLSITTRD,,CPK,ETF,,472
CPK,XEDGA,,PROXIMA_SWAP,CLSITTRD,,CPK,STOCK,,6
SORT,CX2,,FIX_DMA,CLSITTRD,,CX2,STOCK,,258
RAZER,RBE,,FIX_BXS,CLSITTRD,,D1MSET,STOCK,FIX,95104
NV,,,CG_DMA,CLSITTRD,,DKAQEPL,ETF,,54
NV,AQUIS,,FIX_BXS,CLSITTRD,,DKAQXPL,STOCK,,830784
NV,,,FIX_SWAP,CLSITTRD,,DKBATEP,FUND,,6107
NV,,,,ETP,,DKCHIX,STOCK,,15798
NV,,,CG_DMA,CLSITTRD,,DKDXE,ETF,,53
RBE,ENXT,BRUSSELS,FIX_SWAP,CLSITTRD,,DKENXT,STOCK,,436
NV,,STOCKHOLM,FIX_BXS,CLSITTRD,,DKLIQUIDNETEU,STOCK,,64
NV,NOREX,HELSINKI,CG_DMA,CLSITTRD,,DKNOREXP,STOCK,,141
NV,POSITUK,,CG_BXS,CLSITTRD,,DKPOSITUK,STOCK,,67032
NV,POSITUK,,FIX_SWAP,CLSITTRD,,DKPOSITUK,STOCK,,162939
NV,,,CG_DMA,CLSITTRD,,DKSIGMAXEU,STOCK,,1292308
NV,,,FIX_BXS,CLSITTRD,,DKSIGMAXUKCOND,STOCK,,17
NV,DKSIGMAXUK,,CG_DMA,CLSITTRD,,DKSIGMAXUKP,ADR,,28
NV,,591,FIX_BXS,CLSITTRD,,DKSWX,STOCK,,32447
NV,,,CG_BXS,CLSITTRD,,DKTECOND,STOCK,,5
RBE,,100,FIX_DMA,CLSITTRD,,DTC,ETF,,4601
SORT,XEDGA,EDGA1,CG_DMA,CLSITTRD,,EDGA,ETF,FIX,8304
CPK,XEDGA,,CG_SWAP,CLSITTRD,,EDGA,STOCK,,16117
SORT,CPK,EDGX2,CG_SWAP,CLSITTRD,,EDGX,ETF,FIX,47249
RBE,ENXT,AMSTERDAM,CG_DMA,CLSITTRD,,ENXT,ETF,FIX,9
MMETL,MMETL,,FIX_DMA,CLSITTRD,,77MMRTRCD1_NYPMM64_MMTRADER3,STOCK,FIX,541
MMETL,MMETL,,CARBON,CORE,IED,77MMRTRINST1_NYPMM72_MMLISTED1,STOCK,Phone,2
MMETL,MMETL,,CARBON,CORE,IED,77MMRTRINST1_NYPMM72_MMLISTED2,STOCK,Phone,1
MMETL,MMETL,,CARBON,CORE,IED,77MMRTRINST1_NYPMM72_MMNASD2,STOCK,FIX,15
MMETL,MMETL,,FIX_SWAP,CLSITTRD,,78MMRTRMVEA1_NYPMM60_MMTRADER5,ADR,,1
MMETL,MMETL,,FIX_SWAP,CLSITTRD,,78MMRTRMVEA1_NYPMM66_MMTRADER5,ADR,,5
SORT,ARCX,ARCA,FIX_DMA,CLSITTRD,,ARCA,ADR,FIX,1459
SORT,INCR,ASPEN,FIX_SWAP,CLSITTRD,,ASPEN,STOCK,FIX,315
Passport,Passport,F1,Passport,CLSITTRD,IED,ATDL_EU_CSH,STOCK,Passport,45
Passport,Passport,,Passport,CLSITTRD,IED,ATDL_NA_OPT,OPTION,Passport,245
RBE,,,FIX_DMA,CLSITTRD,,AUTEX_445B_MS_,ETF,,9
SORT,CPK,BARX1,FIX_SWAP,CLSITTRD,,BARX,STOCK,FIX,106737
SORT,CPK,BARX1,PROXIMA_SWAP,CLSITTRD,,BARX,STOCK,FIX,20
CD,BATS,,SPONSORED_ECN,CLSITTRD,,BATS,ADR,FIX,769128
CD,BATS,,Speedway,BDCLEARING,,BATS,WARRNT,FIX,54
SORT,CPK,BCROSS,CG_SWAP,CLSITTRD,,BCROSS,STOCK,FIX,2919
SORT,BIDS,BIDS,FIX_DMA,CLSITTRD,IED,BIDS,FUND,FIX,508
SORT,BIDS,,CG_DMA,CLSITTRD,,BIDS_COND,STOCK,FIX,1685
LAMALGO,BOVESPA,,,MSPS,,BVSP_OPT,OPTION,,41757
RBE,RBE,,FIX_BXS,CLSITTRD,IED,BXS,FUTURE,FIX,83247
IEDALGO,RBE_PREBCHMK,,CARBON,CORE,,BXS,ADR,,1
IEDALGO,RBE_PREBCHMK,,,CORE,,BXS,ADR,,6557
PT,OM_SLICE,,OMWP,SWAPS,,BXS-ROR,STOCK,File,6
RAZER,BXS,,FIX_BXS,CLSITTRD,,BXS_AU,WARRNT,FIX,35
RAZER,RBE,,Passport,CLSITTRD,IED,BXS_AU,ADR,FIX,1
SORT,BYXX,BYX2,FIX_BXS,CLSITTRD,IED,BYX,FUND,FIX,39
SORT,CPK,,FIX_SWAP,CLSITTRD,,BYX,ETF,FIX,80
CARBON,CARBON,F1,CARBON,CORE,IED,CARBON,STOCK,Phone,16
CARBON,CARBON,GLOBEX,CARBON,DERIV,IED,CARBON,OPTION,FIX,246
CARBON,CARBON,,CARBON,DERIV,IED,CARBON,ADR,Phone,1
CARBON,CARBON,,RFQVanilla,DERIV,IED,CARBON,STOCK,,20
RAZER,CFE,,CG_DMA,CLSITTRD,IED,CFE,FUTURE,FIX,11084
RBE,CHIX,,CG_DMA,CLSITTRD,,CHIX,FUND,,3227
CSOM,CSOM,ATX,FIX_DMA,CLSITTRD,IED,D1AUTOEX,STOCK,FIX,12
RBE,DCE,,FIX_DMA,CLSITTRD,IED,DCE,FUTURE,FIX,1337
RBE,,,FIX_SWAP,CLSITTRD,,DKAQX,ADR,,9
NV,,,FIX_SWAP,CLSITTRD,,DKAQXPL,STOCK,,208461
NV,CHIX,,,CLSITTRD,,DKCHIX,STOCK,,8
NV,CEUX,,FIX_DMA,CLSITTRD,,DKDXE,STOCK,,425150
RBE,CEUX,,CG_DMA,CLSITTRD,,DKDXEP,ADR,,7749
NV,ENXT,LISBON,FIX_DMA,CLSITTRD,,DKENXT,STOCK,,1820
NV,,,FIX_BXS,CLSITTRD,,DKLIQUIDNETEU,STOCK,,1411
NV,,COPENHAGEN,,ETP,,DKNOREX,STOCK,,35
RBE,NOREX,HELSINKI,,ETP,,DKNOREX,STOCK,,2
MMETL,MMETL,,FIX_DMA,CLSITTRD,,77MMRTRCD1_NYPMM61_MMTRADER5,STOCK,FIX,500
MMETL,MMETL,,FIX_DMA,CLSITTRD,,77MMRTRCD1_NYPMM62_MMTRADER5,STOCK,FIX,469
MMETL,MMETL,,CARBON,CORE,IED,77MMRTRINST1_NYPMM71_MMLISTED2,STOCK,FIX,28
MMETL,MMETL,,FIX_DMA,CLSITTRD,,78MMRTRCD1_NYPMM59_MMTRADER3,FUND,FIX,6
MMETL,MMETL,,FIX_DMA,CLSITTRD,,78MMRTRCD1_NYPMM59_MMTRADER4,ETF,FIX,58
MMETL,MMETL,,FIX_DMA,CLSITTRD,,78MMRTRCD1_NYPMM60_MMTRADER2,WARRNT,FIX,2
MMETL,MMETL,,FIX_DMA,CLSITTRD,,78MMRTRCD1_NYPMM61_MMTRADER2,ETF,FIX,3
MMETL,MMETL,,FIX_DMA,CLSITTRD,,78MMRTRCD1_NYPMM62_MMTRADER2,ETF,FIX,3
MMETL,MMETL,,FIX_DMA,CLSITTRD,IED,78MMRTRCD1_NYPMM62_MMTRADER5,ADR,FIX,4
CPK,NYAX,,CG_SWAP,CLSITTRD,,AMEX,ETF,,214
CPK,NYAX,,CG_SWAP,CLSITTRD,,AMEX,STOCK,,16344
RBE,,,CG_DMA,CLSITTRD,,AQE,STOCK,,90535
SORT,CPK,UNKNOWN,CG_SWAP,CLSITTRD,,ARCA,STOCK,FIX,658
RBE,AUTEX,,CG_BXS,CLSITTRD,,AUTEX,STOCK,FIX,29659
SORT,PULX,BCROSS,FIX_BXS,CLSITTRD,,BCROSS,ETF,FIX,135
SORT,PULX,BCROSS,FIX_DMA,CLSITTRD,,BCROSS,ADR,FIX,435
SORT,PULX,,CG_DMA,CLSITTRD,,BCROSS_COND,STOCK,FIX,32
MSBOC,MSBOC,,FIX_SWAP,CLSITTRD,,BIVA,STOCK,,16303
SORT,AUTEX,,FIX_SWAP,CLSITTRD,,BKK,FUND,FIX,130
SORT,BTECEU,,EOS,LIQUIDRATES,FID,BTECEU,BOND,,297
LAMALGO,BOVESPA,,,MSPS,,BVSP_OPT,STOCK,,1959
RBE,BOVESPA,,CG_SWAP,CLSITTRD,,BVSP_ROUTER,ADR,,56
CARBON,CARBON,86,CARBON,CORE,IED,BVSP_XOR,STOCK,Phone,15
RBE_PREBCHMK,BXS-OC,,CG_DMA,CLSITTRD,,BXS,STOCK,,17
FXSYNTH,FXSYNTH,,FXOM,FX,FX,BXS,FX,STANDARD,6
KENDA,RBE_PREBCHMK,,,DERIV,,BXS,FUTURE,,68
CPK,BYXX,BYX1,FIX_SWAP,CLSITTRD,,BYX,STOCK,,628
SORT,BYXX,UNKNOWN,CG_DMA,CLSITTRD,,BYX,ADR,FIX,225
CARBON,CARBON,,CARBON,DERIV,IED,CARBON,BASKET,Phone,9
IEDALGO,CBOE,,CG_DMA,CLSITTRD,,CBOE,STOCK,,7099
CARBON,CARBON,HAME,CARBON,DERIV,IED,CBOEPULSE_STRAT_CROSS,STOCK,Phone,1
CD,RAZER,,FIX_DMA,CLSITTRD,,CFE_GTC,FUTURE,FIX,2
mvea,CHIX,,Speedway,CLSITTRD,,CHIX,STOCK,FIX,4184
SORT,CICCL,,PROXIMA_SWAP,CLSITTRD,,CICC,ADR,FIX,71
CPK,CITGCT,,FIX_SWAP,CLSITTRD,,CITGCT,ETF,,16
SORT,CNX3,,FIX,FX,,CNX3,FX,FIX,18
CPK,BYXX,,FIX_SWAP,CLSITTRD,,CPK,STOCK,,494
CSOM,CSOM,25,FIX_DMA,CLSITTRD,IED,D1AUTOEX,STOCK,FIX,122
CSOM,D1AUTOEX,OC,FIX_DMA,CLSITTRD,IED,D1AUTOEX,STOCK,FIX,2
RBE,AQUIS,,FIX_SWAP,CLSITTRD,,DKAQX,ADR,,18
NV,,,FIX_DMA,CLSITTRD,,DKLIQUIDNETEU,STOCK,,279
RBE,NOREX,OSLO,CG_BXS,CLSITTRD,,DKNOREX,STOCK,,810
NV,NOREX,COPENHAGEN,FIX_BXS,CLSITTRD,,DKNOREXP,STOCK,,1229
NV,,COPENHAGEN,CG_DMA,CLSITTRD,,DKNOREXP,STOCK,,18
MMETL,MMETL,,FIX_DMA,CLSITTRD,,77MMRTRCD1_NYPMM64_MMTRADER4,ADR,FIX,732
MMETL,MMETL,,FIX_DMA,CLSITTRD,,77MMRTRCD1_NYPMM65_MMTRADER1,CONVRT,FIX,1
MMETL,MMETL,,FIX_DMA,CLSITTRD,,77MMRTRCD1_NYPMM67_MMTRADER5,ADR,FIX,21
MMETL,MMETL,,FIX_DMA,CLSITTRD,,78MMRTRCD1_NYPMM59_MMTRADER5,WARRNT,FIX,1
MMETL,MMETL,,FIX_DMA,CLSITTRD,,78MMRTRCD1_NYPMM60_MMTRADER3,WARRNT,FIX,1
MMETL,MMETL,,FIX_DMA,CLSITTRD,,78MMRTRCD1_NYPMM62_MMTRADER3,ETF,FIX,3
MMETL,MMETL,,FIX_DMA,CLSITTRD,,78MMRTRCD1_NYPMM65_MMTRADER5,WARRNT,FIX,5
MMETL,MMETL,,CG_SWAP,CLSITTRD,,78MMRTRMVEA1_NYPMM63_MMTRADER4,ADR,,6
SORT,CPK,,FIX_SWAP,CLSITTRD,,AMEX,ADR,FIX,16
SORT,NYAX,,CG_DMA,CLSITTRD,,AMEX,STOCK,FIX,203306
RBE,,,FIX_DMA,CLSITTRD,,AQE,ADR,,34
IEDALGO,ARCA,,CG_DMA,CLSITTRD,,ARCA,STRAT,,169896
SORT,ARCX,,FIX_DMA,CLSITTRD,IED,ARCA,ADR,FIX,51425
SORT,INCR,ASPEN,,CLSITTRD,IED,ASPEN,STOCK,FIX,124
RBE,SORT,,PROXIMA,CLSITTRD,,ASX_MID,ADR,FIX,293
SORT,CPK,BATS,FIX_SWAP,CLSITTRD,,BATS,ETF,FIX,3257
SORT,CPK,BIDS,,CLSITTRD,,BIDS,ETF,FIX,12
RBE,SORT,,FIX_SWAP,CLSITTRD,,BKF,STOCK,FIX,37
RBE_PREBCHMK,BXS-OC,,CG_DMA,CLSITTRD,,BXS,STOCK,FIX,6953
IEDALGO,RBE_PREBCHMK,,,DERIV,,BXS,ADR,,218
CSOM,CSOM,,CSOM,CLSITTRD,FID,BXS_UST,BOND,FIX,4
CARBON,CARBON,82,CARBON,CORE,IED,CARBON,STOCK,FIX,65
CARBON,CARBON,ELEC,CARBON,DERIV,IED,CARBON,FUTURE,,4
CARBON,CARBON,OA,CARBON,CORE,IED,CARBON,STOCK,Phone,3
CARBON,CARBON,,CARBON,DERIV,IED,CARBON,STOCK,FIX,176
CARBON,CARBON,,CARBON,CORE,IED,CARBON,INDEX,Phone,7
mvea,CARBON,,CARBON,CORE,,CARBON,INDEX,Phone,3
MSSWAT,SORT,,FIX_DMA,CLSITTRD,IED,CAVSort,STOCK,,1096
IEDALGO,CBSX,,CG_DMA,CLSITTRD,,CBOE,OPTION,,9
CARBON,CARBON,GFIG,CARBON,DERIV,IED,CBOEPULSE_STRAT_CROSS,OPTION,Phone,6
RBE,SORT,,FIX_BXS,CLSITTRD,,CHA_PEG,STOCK,FIX,29877
SORT,CHIA,,FIX_BXS,CLSITTRD,,CHIA,ETF,FIX,4674
RBE,CHIX,,FIX_SWAP,CLSITTRD,,CHIX,STOCK,FIX,428344
SORT,CHX,,CARBON,FIDMUNI,FID,CHX,ETF,FIX,22
RBE,,1,,ETP,,CITADEL,STOCK,,1
SORT,CDRG,,FIX_BXS,CLSITTRD,IED,CITMID,ADR,FIX,10
SORT,CME,,EOS,LIQUIDRATES,FID,CME,FUTURE,,35
CSOM,D1AUTOEX,DAX1,FIX_DMA,CLSITTRD,IED,D1AUTOEX,STOCK,FIX,170
CD,RAZER,,FIX_BXS,CLSITTRD,,D1MSET,STOCK,FIX,105108
RAZER,D1SIndexGtd,FON1,CG_BXS,CLSITTRD,IED,D1SIndexGtd,ETF,FIX,3
RBE,AQUIS,,FIX_DMA,CLSITTRD,,DKAQX,STOCK,,6001
RBE,,,FIX_DMA,CLSITTRD,,DKBATE,ADR,,3
RBE,BATE,,FIX_SWAP,CLSITTRD,,DKBATECX,STOCK,,104
NV,CEUX,,CG_BXS,CLSITTRD,,DKDXEP,ADR,,784
NV,,,FIX_BXS,CLSITTRD,,DKITGP,ETF,,28
NV,DKSIGMAXUK,,FIX_BXS,CLSITTRD,,DKSIGMAXUK,ETF,,400
NV,,,FIX_DMA,CLSITTRD,,DKSIGMAXUK,ADR,,689
NV,TURQUOISE,,CG_DMA,CLSITTRD,,DKTRQSBD,STOCK,,1418
RBE,,,FIX_BXS,CLSITTRD,,DXE,ETF,,7
SORT,XEDGA,EDGA1,FIX_DMA,CLSITTRD,,EDGA,ETF,FIX,462
CPK,XEDGA,EDGA2,FIX_SWAP,CLSITTRD,,EDGA,ETF,,2738
SORT,CPK,UNKNOWN,FIX_SWAP,CLSITTRD,,EDGA,ETF,FIX,15
SORT,XEDGA,,FIX_SWAP,CLSITTRD,,EDGA,STOCK,FIX,99
SORT,XEDGX,EDGX2,FIX_DMA,CLSITTRD,,EDGX,STOCK,FIX,22326
RBE,ENXT,MILAN,FIX_DMA,CLSITTRD,,ENXT,STOCK,FIX,264
RBE,,MILAN,FIX_DMA,CLSITTRD,,ENXT,ETF,,5796
IEDALGO,ENXT,OSLO,Speedway,MSPS,,ENXT,STOCK,FIX,20
RBE,ENXT,,FIX_SWAP,CLSITTRD,,ENXT,STOCK,,43
CARBON,CARBON,CASHDESK,CARBON,CORE,IED,EUCASHDESK,STOCK,FIX,63
CARBON,BXS,,CARBON,REPO,FID,EUREX,FUTURE,,29
SORT,FMAL,,Matrix,FX,FX,FMAL,FX,Matrix,1963
FXOM,FXOM,,FXOM,FX,FX,FXOM,FX,TRADER,18
RBE,CME,,FIX_DMA,CLSITTRD,,GLBX,FUTURE,,75352
BXS-OE,SORT,,CG_DMA,CLSITTRD,,HYBRID,ETF,,2310
Tempest,ICE,ICEBLOCK,,,,ICE,FUTURE,,387
Passport,Passport,,Passport,CLSITTRD,IED,ICE,FUTURE,Passport,18
SORT,INCR,ICROSS,FIX_BXS,CLSITTRD,,ICROSS,ADR,FIX,36439
SORT,INCR,ICROSS,FIX_DMA,CLSITTRD,IED,ICROSS,ETF,FIX,7013
SORT,CPK,IEX1,FIX_SWAP,CLSITTRD,,IEX,ADR,FIX,1428
SORT,IEXG,IEX2,FIX_DMA,CLSITTRD,IED,IEX,WARRNT,FIX,17
CPK,IEXG,,FIX_SWAP,CLSITTRD,,IEX,FUND,,33
INVMGR,INVMGR,,FIX_SWAP,CLSITTRD,,INVMGR,STOCK,,20996
NV,INVMGR,,FIX_BXS,CLSITTRD,,INVMGR,FUND,,72
NV,,,FIX_BXS,CLSITTRD,,INVMGR,STOCK,,1158451
SORT,ITG,,FIX_DMA,CLSITTRD,IED,ITG,STOCK,FIX,54
NMSX,NMSX,,CG_SWAP,CLSITTRD,,JOURNAL,STOCK,,11446
CPK,JPM,JPM2,,CLSITTRD,,JPM,ETF,,2
SORT,JPMX,JPM2,FIX_DMA,CLSITTRD,,JPM,FUND,FIX,42
CPK,JUMP,,CG_SWAP,CLSITTRD,,JUMP,STOCK,,336
JUPITER,IEDALGO,,CARBON,CORE,,JUNO,ADR,,4
JUPITER,JUPITER,,FIX_SWAP,CLSITTRD,,JUPITER,STOCK,,1704
RAZER,JUPITER,,FIX_SWAP,CLSITTRD,,JUPITER,BASKET,FIX,300
PT,OM_SLICE,,PT,SWAPS,,KSEP,STOCK,,2
MSSWAT,SORT,,CARBON,CMD,FID,LDSort,STRAT,,466
MSSWAT,SORT,,CARBON,LIQUIDRATES,FID,LDSort,FUTURE,,142328
RBE,,IOBE,CARBON,ETP,,LSE,ADR,,5
SORT,MATN,,BROKER,CLSITTRD,,MATN,STOCK,FIX,68
mvea,MVEA,3A,FIX_SWAP,CLSITTRD,IED,MBA,STOCK,FIX,150766
CD,MVEA,3E,CG_BXS,CLSITTRD,IED,MBA,STOCK,FIX,1823
CSOM,STRATEGY,3X,FIX_BXS,CLSITTRD,IED,MBA,STOCK,FIX,35
mvea,STRATEGY,EQ00,FIX_SWAP,CLSITTRD,IED,MBA,STOCK,FIX,9
CSOM,RBE_PREBCHMK,O9,FIX_BXS,CLSITTRD,IED,MBA,STOCK,FIX,4754
MMETL,MMETL,,FIX_DMA,CLSITTRD,,77MMRTRCD1_NYPMM58_MMTRADER5,ADR,FIX,24
MMETL,MMETL,,FIX_DMA,CLSITTRD,,78MMRTRCD1_NYPMM59_MMTRADER1,FUND,FIX,10
MMETL,MMETL,,FIX_DMA,CLSITTRD,,78MMRTRCD1_NYPMM60_MMTRADER5,ADR,FIX,23
MMETL,MMETL,,CG_DMA,CLSITTRD,,78MMRTRCD1_NYPMM64_MMTRADER5,STOCK,FIX,2
MMETL,MMETL,,FIX_DMA,CLSITTRD,,78MMRTRCD1_NYPMM65_MMTRADER3,ADR,FIX,27
MMETL,MMETL,,FIX_SWAP,CLSITTRD,,78MMRTRMVEA1_NYPMM68_MMTRADER4,ADR,,7
MMETL,MMETL,,CARBON,DERIV,IED,78MMRTRMVEA1_NYPMM69_MMCAN1,STOCK,FIX,2
RBE,AQUISEU,,FIX_BXS,CLSITTRD,,AQE,STOCK,,28551
RBE,AQUISEU,,FIX_SWAP,CLSITTRD,,AQE,STOCK,FIX,88403
SORT,NEOEL,,CG_DMA,CLSITTRD,,AQL,FUND,,11
SORT,NEOEL,,FIX_DMA,CLSITTRD,,AQL,ETF,FIX,8
CPK,ARCX,,FIX_SWAP,CLSITTRD,,ARCA,STOCK,,613537
SORT,ARCX,,CG_DMA,CLSITTRD,,ARCA,WARRNT,FIX,57854
SORT,INCR,ASPEN,CARBON,CREDITPROD,FID,ASPEN,ETF,FIX,68
BXS-OE,ASX,,FIX_BXS,CLSITTRD,,ASX,FUND,FIX,34
RBE,SORT,,FIX_BXS,CLSITTRD,,ASX_MID,STOCK,FIX,57124
Passport,Passport,ECE1,Passport,CLSITTRD,IED,ATDL_EU_CSH,ETF,Passport,5
RBE,AUTEX,,FIX_DMA,CLSITTRD,,AUTEX_445B_MS_,STOCK,,1747
SORT,LATS,BARX1,FIX_DMA,CLSITTRD,IED,BARX,WARRNT,FIX,4
SORT,CPK,UNKNOWN,CG_SWAP,CLSITTRD,,BATS,ADR,FIX,810
mvea,BCS_LV,,CG_SWAP,CLSITTRD,,BCS_LV,ETF,,63
CARBON,CARBON,FIEQ SHR CCP,CARBON,BUYBACK,IED,BENCHEX_SELF,STOCK,Phone,5
MSBOC,BIVA,,CG_DMA,CLSITTRD,,BIVA,STOCK,,14189
MSBOC,BMV,,CG_DMA,CLSITTRD,,BMV,STOCK,,144441
PROXIMA,PROXIMA,,PROXIMA_SWAP,CLSITTRD,,BXS,STOCK,FIX,339756
IEDALGO,RBE_PREBCHMK,,,MSPS,,BXS,ETF,,6483
RAZER,BXS,,FIX_BXS,CLSITTRD,,BXS_MY,STOCK,FIX,67
CD,CHIX,,Speedway,CLSITTRD,,CHIX,ADR,FIX,138
SORT,PURE,,FIX_BXS,CLSITTRD,,CNSX,STOCK,,951
PROXIMA,CPK,,PROXIMA_SWAP,CLSITTRD,,CPK,ETF,,61586
IEDALGO,C2OX,,CG_DMA,CLSITTRD,,CTWO,STRAT,,269515
MSBOC,LIFFE,,FIX_DMA,CLSITTRD,IED,DFE,FUTURE,FIX,313
RBE,AQUISEU,,CG_DMA,CLSITTRD,,DKAQE,ETF,,34
RBE,,,CG_DMA,CLSITTRD,,DKAQE,ETF,,17
RBE,,,FIX_SWAP,CLSITTRD,,DKAQE,ETF,,2
RBE,BATE,,CG_DMA,CLSITTRD,,DKBATECX,FUND,,4
NV,CHIX,,CARBON,ETP,,DKCHIX,ADR,,4
NV,,,CG_BXS,CLSITTRD,,DKCHIX,STOCK,,172507
NV,CEUX,,,CLSITTRD,,DKDXE,STOCK,,26
NV,,,FIX_DMA,CLSITTRD,,DKDXEP,ADR,,314
NV,ENXT,MILAN,FIX_SWAP,CLSITTRD,,DKENXT,STOCK,,2790
NV,ENXT,OSLO,,ETP,,DKENXT,STOCK,,165
NV,ENXT,,FIX_DMA,CLSITTRD,,DKENXT,ADR,,85
NV,POSIT,,FIX_DMA,CLSITTRD,,DKITGPL,STOCK,,6287
NV,H2OLIQUIDBK,OSLO,FIX_BXS,CLSITTRD,,DKLIQUIDNETEUCOND,STOCK,,6
MMETL,MMETL,,FIX_DMA,CLSITTRD,,77MMRTRCD1_NYPMM65_MMTRADER2,CONVRT,FIX,1
MMETL,MMETL,,FIX_DMA,CLSITTRD,,78MMRTRCD1_NYPMM57_MMTRADER5,ADR,FIX,38
MMETL,MMETL,,FIX_SWAP,CLSITTRD,,78MMRTRMVEA1_NYPMM66_MMTRADER4,STOCK,,1
PT,CARBON,Cash,PT,PROGRAMS,IED,AGENCYDESK,STOCK,,10
RBE,AQUIS,,CG_BXS,CLSITTRD,,AQX,FUND,FIX,20
RBE,AQUIS,,CG_DMA,CLSITTRD,,AQX,ETF,,43
SORT,ARCX,ARCA,CG_DMA,CLSITTRD,,ARCA,FUND,FIX,21294
SORT,INCR,ASPEN,BROKER,CLSITTRD,,ASPEN,ETF,FIX,14
