Project key,Project name,Project type,Summary,Project lead,Project description,Project url,Priority,Issue key,Issue id,Issue Type,Status,Custom field (Reported Date),Custom field (RequesterPriority),Story points,Custom field (Requesting Region),Custom field (Requesting Team),Custom field (Requestor),Custom field (Tech Strategy Theme),Custom field (Task Type),Assignee,Reporter,Creator,Component/s,Description,Watchers,Original Estimate,Labels,Custom field (Agile Squad),Custom field (BU Category),Custom field (BU Requester Region),Custom field (BU Requester text),Custom field (Epic Name),Custom field (IT Requester),Custom field (Investment Category),Custom field (Level),Custom field (PPM IDs (TEDRA)),Created,Updated,Last Viewed,Due Date,Remaining Estimate,Time Spent,Custom field (Accomplishment Description and Benefit),Custom field (Business Analyst),Custom field (Business Area),Custom field (Ticket Category),Custom field (Business Revenue Cost Avoid),Custom field (Business Unit(10350)),Custom field (Monetary Impact),Custom field (Considered Options (ADR)),Custom field (Constraints),Custom field (Context & Problem Statement (ADR)),Custom field (Copy all Train Release(s) to TCM),Custom field (Cross Aggregate Table),Custom field (Cross Table),Custom field (Decision Drivers (ADR)),Custom field (Decision Outcome (ADR)),Custom field (Derive Jiras from Pull Requests?),Custom field (Disable Cheetah Templates),Custom field (Do not add Fix Version to SCM Jiras),Custom field (Downstream Impact),Custom field (Environments),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Participants),Custom field (Perforce job),Custom field (Pipeline),Custom field (Pros and Cons of the Options (ADR)),Custom field (QA Signoff Provided),Custom field (Rally Link),Custom field (RallyID),Custom field (Rank),Custom field (Region),Custom field (Resolution Effort),Custom field (Review Level (ADR)),Custom field (Risk Reduction Opportunity Enablement),Custom field (Root Cause),Custom field (Root Cause Summary),Custom field (Savings Tag),Custom field (Team),Custom field (Tech Risk),Custom field (Use Default Train Fix Version),Comment
IDGDQ,Data Modeling & Integrity COE,software,26Q1 TRABA GoldList Support Native GTC Order for Euronext,adingare,"Currently, we support GTC/GTD orders on Euronext through simulation, meaning they are not native to the exchange protocol. Morgan Stanley records a GTC order as a client order with 59=1 that expires at the end of the day. On the following day, we simulate it by creating a new day order with 59=0 and 150=0 (not restated), repeating this process each day until the client order is either filled or cancelled.
 
Additionally, LST has been working on implementing a native GTC order with the Euronext native protocol for MSET clients. This will introduce some changes both in ATOM and OR. The order router would use that information to restate the GTC order, which is then sent to the client, enabling them to modify or cancel the order as they receive fills.",http://idgdq,Critical,IDGDQ-18966,2540187,Epic,To Do,4/3/2026 0:00,3 - Medium,5,EU,MSET Products,Maria Salamanca Mejia,Business Enablement & Innovation,Tactical,gyandees,gyandees,simr,Data Modeling and Integrity COE,"Currently, we support GTC/GTD orders on Euronext through simulation, meaning they are not native to the exchange protocol. Morgan Stanley records a GTC order as a client order with 59=1 that expires at the end of the day. On the following day, we simulate it by creating a new day order with 59=0 and 150=0 (not restated), repeating this process each day until the client order is either filled or cancelled.
 
Additionally, LST has been working on implementing a native GTC order with the Euronext native protocol for MSET clients. This will introduce some changes both in ATOM and OR. The order router would use that information to restate the GTC order, which is then sent to the client, enabling them to modify or cancel the order as they receive fills.",simr,0.1,GOLDLIST,Data Modeling and Integrity COE,MSET Products,EU,Implement Native GTC protocol for Euronext,26Q1 TRABA GoldList Support Native GTC Order for Euronext,Henry Harrison,Business enablement,,335510 TRA - IED - ETSDB-Athena Business Enablement and User Small Requests Service,4/3/2026 0:00,,,31/03/2026,,,"Euronext�s native GTC protocol is exchange?guaranteed continuity and priority:
Stays in the central order book until executed or cancelled
No loss of priority vs resting liquidity
If a client disconnects or restarts, the order continues to work at the exchange",gyandees,LST,Business Enablement,(00) $0,,,"* [option 1]
* [option 2]
* [option 3]
* … <!-- numbers of options can vary -->",,"[Describe the context and problem statement, e.g., in free form using two to three sentences. You may want to articulate the problem in form of a question.]",Yes,N,N,"* [driver 1, e.g., a force, facing concern, …]
* [driver 2, e.g., a force, facing concern, …]
* … <!-- numbers of drivers can vary -->","Chosen option: ""[option 1]"", because:
* ...
* ...",Yes,No,No,Blank,ALL,ghx-label-3,,archapri(archapri),FALSE,No,"[This section is Optional]

h3. [option 1]

[example | description | pointer to more information | …] <!-- optional -->

* Good, because [argument a]
* Good, because [argument b]
* Bad, because [argument c]
* … <!-- numbers of pros and cons can vary -->",No,[View this Epic in Rally|https://rally1.rallydev.com/slm/#/detail/portfolioitem/feature/832160550003],,2|hzhmr3:,Global,,Squad,(00) None,11 - Not Applicable,,Top 100 Infra Optimisation,,,No,
